"iso","umd_tree_cover_loss__year","umd_tree_cover_loss__ha","gfw_gross_emissions_co2e_all_gases__Mg"
"BRA",2007,2621820.17792643908222517,1273474115.491571697920739
"BRB",2007,31.62823710090657242,10827.477470805412342
"BRN",2007,1564.83281504783883013,898606.829269036440766
"BTN",2007,508.22072905713001212,284527.961893592554768
"BWA",2007,33.55963859119248959,6469.427311820619827
"CAF",2007,37308.15625985527557192,17705480.0467944937100486
"CAN",2007,2117900.170313598904584577,759688267.8348539054585209
"CHE",2007,1852.248351653069039712,938696.588160543296445
"CHL",2007,121652.328860782741279348,44405403.338583808567211
"CHN",2007,652978.712201294147198816,296248298.0486846919650147
"CIV",2007,90864.76358264045756969,37422155.884479319762902
"CMR",2007,45916.05230572722947144,24316670.813164067704601
"COD",2007,462903.28761136655581869,264822731.542793685165176
"COG",2007,29764.68795200072172041,15788171.102755299398158
"COL",2007,269029.28637287506121103,143760888.865976067072292
"COM",2007,77.72839324684080515,39225.276396968123417
"CPV",2007,0.59177118146213113,0.0
"CRI",2007,11447.87329116871023059,5833947.299213890380030
"CUB",2007,7873.76079835749865183,2578071.5205636125770301
"CUW",2007,4.21289018005696416,1093.923512218684755
"CYM",2007,17.86412730716145966,5151.924571843639533
"CYP",2007,778.23927838075057261,134160.0321033365158873
"CZE",2007,21325.094843924845929711,9838487.312048165777728
"DEU",2007,93223.625022642032929331,46764588.5203719856953815
"DMA",2007,40.30000140911838057,23153.410038084114642
"DNK",2007,4381.407303646209017776,1280880.389302754104485
"DOM",2007,16059.06185619258475451,6607384.564236211978521
"DZA",2007,5201.55658304570365253,1387189.38550636768366243
"ECU",2007,60539.50436842983254471,34000860.161295829517201
"EGY",2007,78.27013988799046255,32191.169693478532221
"ESP",2007,60256.316847675766502246,21818888.9421562131443729
"EST",2007,16188.59506714234227749,4228927.338947734887041
"ETH",2007,25608.57311327891880340,12505743.694498298191446
"FIN",2007,151914.877908359563069871,31848292.6545537550870416
"FJI",2007,2148.46709783723685015,1125122.719987460950129
"FRA",2007,49246.17317442384290803,22115235.299937174139605
"GAB",2007,16501.47574793807282170,9625710.854135314380488
"GBR",2007,31222.419594956201097206,12339982.248915338315562
"GEO",2007,992.44600007769442866,337217.3192488471570155
"GHA",2007,40172.37055943878247164,17979066.238524407947890
"GIN",2007,33821.27135082502404295,12994003.677153961212179
"GLP",2007,158.30311890426700595,64313.684822441448184
"GMB",2007,49.60546797636610041,13238.358972473438840
"GNB",2007,6044.02762128896328755,2029689.862858590511943
"GNQ",2007,3141.52725152519477180,1803583.608158056615407
"GRC",2007,46061.556959819349980265,7085924.316140433679656
"GRD",2007,67.81289337326607059,37635.936254117019493
"GTM",2007,126556.72461971334316924,56331300.6469436661248166
"GUF",2007,3328.10883444342048506,2477262.962702471608779
"GUY",2007,5249.63206042180920320,3385543.472808636091006
"HKG",2007,29.58773663790906763,5789.032263249547789
"HND",2007,42412.38495594271742805,19352460.107347851538364
"HRV",2007,3237.11240446082154395,1298785.7707963306957794
"HTI",2007,2077.21167648227546981,823630.446030525838748
"HUN",2007,9361.071277145455003101,3540420.001294332835235
"IDN",2007,1387625.29248693114505512,1146572731.5115592711988972
"IMN",2007,30.388384622630222346,8678.190181545251775
"IND",2007,73906.51985679137219643,36588049.8524591324245278
"IRL",2007,11681.90158088568095566,5441013.601572816988644
"IRN",2007,131.059276322434920506,31573.914643851463935
"IRQ",2007,10.328544856586372214,3506.053546434586657
"ISR",2007,47.96047012410915568,11755.396980981816568
"ITA",2007,11590.055713960641064294,3339390.360274900941713
"JAM",2007,1269.91525929929833640,631023.785783891973268
"JOR",2007,0.39192569674804695,51.26170449384361
"JPN",2007,45585.77815929652191028,19114100.6507228476498871
"KAZ",2007,4605.437639402059265715,1080246.6364004342749345
"KEN",2007,26102.96008148192180682,12881756.573765963851308
"KGZ",2007,107.429333463059947716,21454.488205982622331
"KHM",2007,77676.05563455803400166,42099907.497335351800896
"KNA",2007,12.28689484910264834,5889.404018078381491
"KOR",2007,8096.166334524994903810,2310940.962492411184643
"LAO",2007,132995.12583232490552823,68827152.316425431666021
"LBN",2007,273.03032151809895985,73716.798130101318107
"LBR",2007,44282.08227644728035449,21961525.916186709206488
"LBY",2007,4.29091529814561629,928.948052621937215
"LCA",2007,48.57569600165419986,25131.64318632567757
"LIE",2007,8.433932016634114976,4494.89792205967965
"LKA",2007,10241.81995895063088183,3492067.163456592182218
"LSO",2007,3.01869057673611073,962.422136216835844
"LTU",2007,16036.749411471379811153,4855237.1649006490226525
"LUX",2007,502.232574656069857875,264115.728749563280476
"LVA",2007,36128.753704251943950924,10459119.239565675664475
"MAC",2007,4.426782339772139,0.0
"MAF",2007,2.7095450124674481,812.3257088457617
"MAR",2007,2513.07049537886863462,737959.6465696932815914
"MDA",2007,236.26282216566624697,67196.299584704300460
"MDG",2007,188580.08889703695049037,88456635.483952117332989
"MDV",2007,6.19346760023498518,216.202570251811116
"MEX",2007,218600.75424724900272090,80504772.6912719380896387
"MKD",2007,3862.343733109458929074,1114122.577091236435331
"MLI",2007,125.08522385789603801,42168.393489579713187
"MLT",2007,0.81383764453125006,219.722998832246525
"MMR",2007,146598.31829907425528166,76993264.1550610338754915
"MNE",2007,1051.424388987703916114,347687.059816087843895
"MNG",2007,48081.70457461037595908,6709994.6522334482288357
"MOZ",2007,138492.60656505943304855,45540063.236041597269930
"MSR",2007,10.47386602865343370,5888.28052242129520
"MTQ",2007,155.67514304319500160,77866.925666122991207
"MUS",2007,131.71048106381727808,60619.534091531560164
"MWI",2007,7494.46104183060386572,3057935.813140507489088
"MYS",2007,405158.51252411784983357,269458871.046257061521181
"MYT",2007,20.04483602257812347,10500.73412127363391
"NAM",2007,80.07489581565645764,14289.613895319458298
"NCL",2007,975.11347330660351477,439317.243179718433438
"NER",2007,0.07517093559895834,16.66103179148857
"NGA",2007,24572.53018412536408641,9787420.455584073075969
"NIC",2007,88499.91150329737082625,47637363.776325640503655
"NLD",2007,1646.094034669323328473,665638.5661516932434474
"NOR",2007,31841.161950344415254684,7340599.5590339462465572
"NPL",2007,3465.50226913828278177,1912992.2039574169356706
"NZL",2007,62642.623405375816218972,31049610.957815944930062
"PAK",2007,1123.46310421062040375,278959.50442387937072
"PAN",2007,20644.52749151598280643,10803468.834742217427853
"PER",2007,115742.77874036546565770,72346602.985555127336964
"PHL",2007,66498.02542142657743816,36754352.060180922830589
"PLW",2007,90.63736881960152006,68048.813964563345220
"PNG",2007,49173.00345922209426283,36651881.710275007387797
"POL",2007,57310.996582623972007625,19634543.8180378391511947
"PRI",2007,1037.45105638170918531,485318.917041437552478
"PRK",2007,13289.301162017614335146,3449164.431102626430835
"PRT",2007,36321.938748207602186610,12085897.8443416682327547
"PRY",2007,426216.13022154267679921,102202620.545833737996985
"PSE",2007,1.17988217136935774,320.048892537626587
"ROU",2007,38081.92609849490014067,16541809.956666160743130
"RUS",2007,2338922.621709936996159247,431179049.0563636432259945
"RWA",2007,1429.97672468487336558,642530.334992377746810
"SDN",2007,184.9207849259210890,51006.53046257478435
"SEN",2007,172.32132610701827032,66627.845730952887315
"SGP",2007,74.44906843084171316,26197.038355053372544
"SLB",2007,5665.31338035628080920,4267728.156341239651462
"SLE",2007,21878.47752794356551607,9495197.717694555805539
"SLV",2007,2984.15894803268707921,1258965.769882768630367
"SMR",2007,0.9479525586957465,207.73341254594715
"SOM",2007,270.58776249335278154,55073.263919002564986
"SPM",2007,0.10590869027777779,0.0
"SRB",2007,2254.056465011240322239,896843.418752598763548
"SSD",2007,9523.60993101579271088,2631265.180540420217781
"SUR",2007,3625.82787790440757534,2578618.231233917117283
"SVK",2007,9485.823045255948578255,4427004.960747030690060
"SVN",2007,2106.65848425832587283,970111.244996347906262
"SWE",2007,182858.036755871471346904,41030508.678540974247033
"SWZ",2007,6469.37108747376466936,4605563.580989230356977
"SXM",2007,5.42039527814453248,1239.00714151114240
"SYR",2007,1577.23688230899970329,313275.454625936326746
"TCA",2007,73.54047559605249439,16365.311396801948649
"TCD",2007,1001.07737120784425532,273213.298098861556352
"TGO",2007,3187.39356798613016723,1106850.343476634213860
"THA",2007,92628.55864115548331063,48771115.1459637746223764
"TJK",2007,14.03999339971788319,3633.069824090431606
"TKM",2007,37.80768805042751904,9310.65023134203856
"TLS",2007,1555.90178066275161582,865587.404381222020677
"TTO",2007,1108.58661231666071968,572010.764929893176399
"TUN",2007,878.480331185896196599,227531.0616178799820894
"TUR",2007,25344.14620437301172811,6442110.416533571927565
"TWN",2007,1729.67014367837348429,925609.2142696314538555
"TZA",2007,121685.21293915603877454,39840063.204161508277491
"UGA",2007,36627.18579275747212432,16698134.355557473771228
"UKR",2007,64266.439653482262489231,24478860.6438910621172390
"URY",2007,21529.69941755585101033,8235645.7368204830643905
"USA",2007,2435127.979680965822682244,858433984.9433453750768328
"UZB",2007,43.11389129414930138,10964.3964646572131533
"VCT",2007,23.15694366338270839,12811.63422813284841
"VEN",2007,114346.97972348773857016,49843838.1694912178051694
"VGB",2007,6.13866634203776191,2431.04677791766373
"VIR",2007,25.06351792785156272,10271.048656059471314
"VNM",2007,80225.30123363219397630,45254789.217693965923428
"VUT",2007,111.89819487170951331,63528.138887243558654
"XAD",2007,3.36770752929253583,965.903289472019147
"XCA",2007,17.065519438804252364,757.59692744105133
"XKO",2007,811.02382124549902212,283266.120644272138326
"XNC",2007,12.67776584648437856,3461.33781753113925
"ZAF",2007,47105.15703608381070951,26666269.4231888718326192
"ZMB",2007,53654.07997100239017752,17959221.033929878263270
"ZWE",2007,9299.78555742134427428,3674318.148137853969922
"AFG",2008,107.40624824200087656,18666.3725777443801847
"AGO",2008,103582.03635346268958308,30940896.111240389877251
"AIA",2008,10.390651274953343,2249.4411523319800
"ALA",2008,1291.947955334657258966,292488.892396389122730
"ALB",2008,5471.318403880235981999,1794659.15454689672943814
"AND",2008,5.2478634872026911,2693.47930264165616
"ARG",2008,592753.227198338394923620,133862734.9812194689075017
"ARM",2008,113.03153313903206650,34965.347908658399044
"ATG",2008,45.69564378295573198,15235.911915958342003
"AUS",2008,205724.854030255283136220,49565873.7093313815606213
"AUT",2008,26895.743190156305798054,13380064.597134841380912
"AZE",2008,472.31692414898473880,131248.845355699128169
"BDI",2008,1999.44533270992320912,707053.309639110512614
"BEL",2008,7213.54488571701155753,3648953.384689714030275
"BEN",2008,481.55173986338453667,152420.148682391791778
"BES",2008,0.59092155711154515,64.88589761839141
"BFA",2008,4.75749902189019102,19817.353058485467859
"BGD",2008,4480.08987262076603511,2192448.292333275189961
"BGR",2008,6448.13476697712966595,2449053.6936283793250055
"BHS",2008,1949.23576147202603689,562349.564985242784396
"BIH",2008,1551.788318214345082154,627942.286272903649976
"BLM",2008,0.1466102862543403,44.274983524248356
"BLR",2008,35896.481903190708205639,11585257.973699943362177
"BLZ",2008,8216.09472987415941098,3787919.836366157100814
"BMU",2008,0.19589676768120662,69.36574618366177
"BOL",2008,369850.56059080696814722,157472263.064540724646154
"BRA",2008,2444308.03831688640569266,1237236225.832993891133736
"BRB",2008,13.71672659023274968,4965.668664423274404
"BRN",2008,1299.95055037189171804,862306.061503325731243
"BTN",2008,775.33369512191649509,419361.8744845490007104
"BWA",2008,26.06325585573893343,4953.031141285372582
"CAF",2008,31859.75234070651573722,13195277.558024763976127
"CAN",2008,1949007.837210361615575404,709209369.8778805027046953
"CHE",2008,2419.268640173492776231,1221587.189434665890469
"CHL",2008,123068.313397622459332831,46625177.989553825462264
"CHN",2008,738031.291889075989775958,336626586.1903653079586896
"CIV",2008,127554.83313428351955756,55292045.728357867454657
"CMR",2008,35141.59927780941851891,19049981.905788279647036
"COD",2008,404830.72935061661414045,229700281.374593370054365
"COG",2008,17374.33580803346184445,8752137.053643938546990
"COL",2008,231849.49965961812121385,126163954.763657592400872
"COM",2008,34.95359877595322933,17892.15473642408303
"CPV",2008,0.14814536827636721,0.0
"CRI",2008,21875.04079815250039012,11009851.861918845125135
"CUB",2008,17083.73576659446876525,6784894.0679398251903944
"CUW",2008,5.4925180681391052,1362.26706546168485
"CYM",2008,32.34618677929361520,10288.199849648770043
"CYP",2008,94.79670437978520419,20128.2343449388599933
"CZE",2008,16872.510010706112660750,7783459.386904777202187
"DEU",2008,61696.171085783648003940,30855991.477455012145150
"DMA",2008,93.37368369661083192,51905.002751752871460
"DNK",2008,6060.808106283102085102,1825106.454450654669500
"DOM",2008,21612.20822484849972339,9191729.528252982161999
"DZA",2008,7972.336959549452487216,2139589.446486968546814
"ECU",2008,51890.07404954832115597,31725635.808025501321438
"EGY",2008,81.46682983915690251,43047.666722321032175
"ESP",2008,44287.974223990596865317,16812357.3823049689190337
"EST",2008,18296.511605805061446294,4909564.104856167472557
"ETH",2008,24008.62800586989203928,10718060.1350428237192035
"FIN",2008,200192.107048001150140040,41526597.9957956735178752
"FJI",2008,2387.25711059958851747,1257682.236629898758724
"FRA",2008,86955.399925394863387360,41020587.458981199784395
"GAB",2008,17367.16598726378837281,10095350.106421474514341
"GBR",2008,12505.129785907481884113,5275866.402268707591656
"GEO",2008,745.61796951321713730,264048.846224583916441
"GGY",2008,0.252044675195312526,80.7451285991106495
"GHA",2008,37848.66471319069305856,16945653.7334167367916485
"GIN",2008,21481.36187448503094367,7925346.240631661009502
"GLP",2008,134.85936135622833986,55534.350894648400849
"GMB",2008,297.21283617773420266,77352.593806614822991
"GNB",2008,3248.36175395880069421,1135663.041457377232509
"GNQ",2008,4821.67587377379024118,2943562.609526099863537
"GRC",2008,21197.207681254948359854,4184502.9365296741529312
"GRD",2008,64.18114656382977990,36319.221321361331617
"GTM",2008,77172.95991448098007457,35710380.540183905428113
"GUF",2008,5223.39538207912373511,3899249.683121782735136
"GUY",2008,9460.22006147154220471,6237439.474234009338056
"HKG",2008,26.51698051941840451,10700.860948928930365
"HND",2008,43299.04954530050548503,19741416.314491159738697
"HRV",2008,3890.747254563605464089,1565803.2413122538401816
"HTI",2008,2191.54892721285640411,850387.768147282242857
"HUN",2008,8911.602985321186577406,3386528.487619805501634
"IDN",2008,1396251.28979239257074951,1025817289.4253192769660959
"IND",2008,85952.75573005502566252,42367157.407549922550550
"IRL",2008,6923.786207440666215706,3277297.978950305516216
"IRN",2008,374.201338121288841036,88785.971693906843579
"IRQ",2008,17.80291335387803757,5067.720717420873042
"ISR",2008,65.05592308377389050,16976.649336845869035
"ITA",2008,15153.615128631892867564,4582698.064520078643365
"JAM",2008,2026.92094824551997493,1066059.0551450114637417
"JEY",2008,2.07603352147569454,645.21307743103361
"JPN",2008,40839.315101169364711452,17174209.4964736078746765
"KAZ",2008,4548.577746346207284182,1009083.7402675112511409
"KEN",2008,19224.20869253072969651,8690372.077188282429581
"KGZ",2008,106.68695432008248019,22422.946277693552369
"KHM",2008,83499.46632320401806992,48515593.404383493405101
"KNA",2008,22.80816580664930529,10780.801996550488832
"KOR",2008,14022.03190561980989242,4192267.8126635838250591
"LAO",2008,80591.86619557406549983,41450689.359662695577447
"LBN",2008,393.79677018281922405,97540.219884516595723
"LBR",2008,36172.38478847200970417,18043977.236460470602572
"LBY",2008,5.71957711508246584,1129.71207110824804
"LCA",2008,56.11256767193902010,28447.87606193845202
"LIE",2008,8.85167378465277663,4856.48045770612806
"LKA",2008,6499.71868646487301082,2539867.550170441367869
"LSO",2008,5.78641284762044349,1762.150218285726938
"LTU",2008,15203.365864171596008845,4682215.509129949472912
"LUX",2008,983.52876027995626098,523476.963076377468374
"LVA",2008,29308.311703309102480416,8658317.268293912227425
"MAC",2008,3.64118576193684636,0.0
"MAF",2008,2.92932806488389856,721.817461044739306
"MAR",2008,3409.46599735978569541,1016228.1802058425621725
"MDA",2008,135.105310732608503305,40127.1980149730988112
"MDG",2008,123502.26731842317540148,55656242.370722137320728
"MDV",2008,6.6529251535896817,96.39823890100532
"MEX",2008,184377.24756430301227862,67907089.283442389215846
"MKD",2008,3960.28725261905766292,1390617.94515693189878
"MLI",2008,105.64487599689288176,36826.921497194725538
"MLT",2008,0.9392073522656250,207.86371822479185
"MMR",2008,119216.27818791287658845,62974118.7787223653963086
"MNE",2008,1429.190371314707945554,619139.626185620811488
"MNG",2008,56001.458583593411641295,7994607.8403742027869563
"MOZ",2008,204759.70379035451209527,67367165.147563084954484
"MSR",2008,6.56391104961805557,3484.05359218949930
"MTQ",2008,278.12291535140300538,135332.121916767866357
"MUS",2008,188.63573474119684968,89355.22392936382232
"MWI",2008,9724.43322442542759163,3943570.916046661449320
"MYS",2008,367972.32685242624316400,247056039.387905867564308
"MYT",2008,42.79123389549912777,22284.398076534943585
"NAM",2008,33.50885191074435979,6672.868699851382260
"NCL",2008,521.78020264025071430,241921.979590495081778
"NGA",2008,27470.65873612000630325,11449548.873227550851278
"NIC",2008,53814.34588212649406742,27868381.4362520409610195
"NLD",2008,1150.752281735308339243,475735.2619937039680695
"NOR",2008,33815.400520678415880434,8143210.68645840829182973
"NPL",2008,2991.81297331052727689,1635399.649578512775827
"NZL",2008,61372.244041580027301514,32575046.031709411138498
"OMN",2008,0.0692374569813368,20.61790596217556
"PAK",2008,1054.17252262201505256,329865.46885740357599
"PAN",2008,39945.21457636291572559,21553712.607152542714560
"PER",2008,126614.39186230298508476,82784999.7959939433427736
"PHL",2008,38702.70455170487138238,21780515.270703147746402
"PLW",2008,64.54485364530816414,50505.997159182785339
"PNG",2008,71045.21116784167945688,52346232.998330898381497
"POL",2008,47941.060218343807346025,16850653.725915858639310
"PRI",2008,1215.50516190981486190,602310.546566559295147
"PRK",2008,18782.937884821962241846,4709234.8209171657875216
"PRT",2008,33614.956623463418183494,11897738.7205599843913564
"PRY",2008,376342.82950819286340638,85978921.328676445848677
"PSE",2008,2.54626455727105028,765.011558413777895
"REU",2008,15.10035627544379408,6774.620935451167964
"ROU",2008,17535.364043664150740572,8040139.420443921529194
"RUS",2008,3047988.248155201772463691,495061127.758178738876805
"RWA",2008,1100.63059530876094457,560799.750481426718413
"SDN",2008,55.47708850872070761,16039.364055011594658
"SEN",2008,285.26992019948275611,86057.251572948559159
"SGP",2008,35.45650921459620950,13201.318808890410700
"SLB",2008,8171.09597364562786190,6092923.176769041969119
"SLE",2008,20924.70927603561143153,9365477.946895173714541
"SLV",2008,3324.58699047645608775,1404331.093691870094452
"SMR",2008,0.3903732103493924,87.7092808369433
"SOM",2008,250.20504744421866369,51704.733135697949467
"SRB",2008,3260.221614775185611245,1382705.095536207789762
"SSD",2008,9009.28934335024788191,2388065.751854712880093
"SUR",2008,7510.65375125858207370,5501939.713084266948641
"SVK",2008,13466.113814846515173874,6291484.584393443637478
"SVN",2008,1856.872720138649575700,919917.606003254624616
"SWE",2008,293724.063586128727238619,66865817.2928219816790784
"SWZ",2008,4582.25895186201543780,3117902.567878009279054
"SXM",2008,1.61125397890299492,545.15843133092848
"SYR",2008,834.15774239651671415,185593.367067796582750
"TCA",2008,61.23841442164604162,13987.136248997549252
"TCD",2008,3402.11148471743709208,917668.971632815555826
"TGO",2008,1177.75081835511093395,405365.80321128135736
"THA",2008,80143.31797918728445258,43419770.880232247691352
"TJK",2008,33.11413628319010832,9195.186089766334728
"TKM",2008,74.74021833385417096,21623.35365943228174
"TLS",2008,832.72914402670746308,464214.23838045788141
"TTO",2008,1269.89814536695701297,665491.803872643788657
"TUN",2008,718.281967520299642125,177434.915414312940151
"TUR",2008,28891.373876399008841279,6913148.4790369242744746
"TWN",2008,2311.26756428610205642,1261444.973063425092274
"TZA",2008,164250.73289583625870496,52214173.470962849228416
"UGA",2008,36925.97897563598797239,15879165.219253155819368
"UKR",2008,53015.863344189894777611,19209458.4196160657884094
"URY",2008,23597.19781859828350999,9682461.955816929304448
"USA",2008,2213723.538747894035718793,868890224.7107393337174504
"UZB",2008,43.52042789555555764,11700.328464469040305
"VCT",2008,41.89964469269746439,22283.51093634998795
"VEN",2008,120575.16155323557212852,49844692.342417630172518
"VGB",2008,7.01528945753363761,2646.142582671784848
"VIR",2008,40.01919435114040456,16288.895790218638195
"VNM",2008,108285.75669399913897885,64208298.3724690392466211
"VUT",2008,194.05888480496693031,112922.11920883300233
"XAD",2008,1.39677364241319441,400.611123799422253
"XCA",2008,16.268166921976996792,846.30618524808871
"XKO",2008,1143.16179400145143741,490850.476967750490845
"XNC",2008,20.18396634096136565,5114.355411558482512
"ZAF",2008,81375.56536928739306145,54753064.747523475277459
"ZMB",2008,66180.22111928847199190,22120455.735894077981074
"ZWE",2008,5435.13086861537342498,1988728.427114254489032
"ABW",2009,0.37579783816460508,57.630852722172267
"AFG",2009,70.40549692405382598,13224.81623540305340
"AGO",2009,165947.65035121431890169,52441020.880805956151921
"AIA",2009,1.9024675801540802,403.07663672474336
"ALA",2009,675.746188019688623446,152737.778552505587593
"ALB",2009,1337.340292028937244270,592274.378713025413432
"AND",2009,2.8532996052148440,1182.131694925717804
"ARG",2009,309857.999150470498886906,71052351.930443184404575
"ARM",2009,202.73351745204218803,59046.387614337566474
"ATG",2009,61.53009481933486726,22546.34488898652691
"AUS",2009,203711.091918605221613351,61153545.5083578516597941
"AUT",2009,15887.11456221202324316,7764854.599629550171374
"AZE",2009,371.834047451176252871,99736.744858207069129
"BDI",2009,882.77601845160236896,323708.370754087368316
"BEL",2009,5176.362958543157157744,2658490.007001585230225
"BEN",2009,4929.15882850804095664,1548713.852761017809007
"BES",2009,0.95614435155815978,19.861003365036098
"BFA",2009,4.53171442904893710,4948.998575939559494
"BGD",2009,5624.91051032373774500,2790344.775029390821683
"BGR",2009,6099.640914397603612485,2360822.282250658690284
"BHS",2009,823.97196244436344340,230541.766287087657198
"BIH",2009,1296.334774996200670015,560879.649148384838171
"BLR",2009,35542.675146822599482330,11834476.695718094065846
"BLZ",2009,10264.12715824880180071,4634491.797946894138791
"BMU",2009,0.45706411255859375,169.36219940683662
"BOL",2009,225270.29155884116587444,97871885.144691571208594
"BRA",2009,1817901.23275872078415708,929961410.111755679274200
"BRB",2009,13.26493627910753115,4172.066613942082695
"BRN",2009,2169.47392620264281608,1295898.882570866200342
"BTN",2009,1175.45935217854166282,655126.135402416814493
"BWA",2009,41.32463148358724033,8259.938236894951317
"CAF",2009,48252.90322140524975604,22543276.403509999510103
"CAN",2009,1550371.987281321387316564,502430105.0539072973752592
"CHE",2009,2274.492163626705688626,1145634.611068357403302
"CHL",2009,88566.576924203856390475,33445333.716374364137293
"CHN",2009,599603.226926267764173282,270695979.363645092596654
"CIV",2009,108875.81520436880324009,51389459.487662675277476
"CMR",2009,36072.01190661804047892,21349214.615053713209236
"COD",2009,635215.19156036912841088,376971957.499536845764128
"COG",2009,19073.00668060018501677,9856952.590620490772907
"COL",2009,237890.88265869397669741,125652840.796434780456632
"COM",2009,112.20632873138349927,54720.20555044765530
"CPV",2009,7.95718726365668424,0.0
"CRI",2009,22464.55477026746512725,11926699.415209714523746
"CUB",2009,16259.90060055730471540,5700976.0740734213152535
"CUW",2009,4.66494984662977463,1115.488216237054980
"CYM",2009,29.88331568068249626,9554.314267849254273
"CYP",2009,56.43821076921441274,14243.968904770048668
"CZE",2009,13514.29447960595164983,6415231.471440420305416
"DEU",2009,28761.543051774967382680,14272555.389997633809133
"DMA",2009,73.78040032252822382,43034.973873723798445
"DNK",2009,6645.678949661105683165,2042238.420787031531615
"DOM",2009,13966.84285820672899068,5837496.639014472764789
"DZA",2009,10467.273571766800840890,2809777.313493708738542
"ECU",2009,57646.34959892389869446,33942238.680463032973082
"EGY",2009,59.56834375042101163,18852.032545836353541
"ESP",2009,67544.779975570333104290,24033407.9475235499693276
"EST",2009,18822.740665222735117774,5067457.844227962668262
"ETH",2009,29279.02030635430162442,13232485.552565373142405
"FIN",2009,176320.260733418413457747,35097439.9438968716430726
"FJI",2009,1790.73982408515500776,962156.311529159174279
"FRA",2009,67053.599175992568564855,29197993.574208917447524
"GAB",2009,18252.22194231392206855,11295165.023186560827794
"GBR",2009,37709.699012336003927663,14753303.062198195736124
"GEO",2009,448.366380858064874244,146861.806583110850612
"GGY",2009,0.80613843973741318,232.493270663178605
"GHA",2009,38252.52538965750505347,18210660.935045196187030
"GIN",2009,23388.00516893766442932,8960458.681320625041882
"GLP",2009,118.32368389433315471,49565.62574213838180
"GMB",2009,8.99177808664388042,3650.337739385321471
"GNB",2009,7963.97350442810074628,2753223.780740555445169
"GNQ",2009,5684.84464312244782345,3510003.374992282497888
"GRC",2009,6564.26725021834262871,1658537.4721605445743313
"GRD",2009,93.7696341414556982,54218.22038320997764
"GTM",2009,86944.43167575291998788,40637159.325886862708458
"GUF",2009,2861.95399668145477408,2160985.035861800965556
"GUY",2009,8267.02650620572677598,5316937.228696540139525
"HKG",2009,50.10995732039062522,20848.923486764973946
"HND",2009,51514.12910536207105480,25405057.135028705147200
"HRV",2009,2902.639756458583081706,1205023.6331319933419376
"HTI",2009,2464.67131535087069130,1017320.839579000744366
"HUN",2009,10072.467244434628970804,3879735.767549073361273
"IDN",2009,1944963.17245194133989432,1394856075.9932714413000635
"IMN",2009,47.11863735011502151,14364.01895690647474
"IND",2009,79202.84904167050269319,38987299.7389559021162864
"IRL",2009,7230.723850822530265270,3386230.501440836458030
"IRN",2009,191.287619243028438846,41946.646866218737023
"IRQ",2009,15.79663199298068887,4088.40390135398029
"ISR",2009,93.09575980332141610,23492.102243466708327
"ITA",2009,14792.700699756795351666,4582564.2674365180116245
"JAM",2009,3538.28177720722538017,1824545.745747149503626
"JEY",2009,1.26543570226779532,435.37087552357856
"JPN",2009,40894.990859431179532355,17406617.7629844770849355
"KAZ",2009,6432.647497601046824179,1682862.7031325260731939
"KEN",2009,17696.12608754601516327,7356087.635557514492761
"KGZ",2009,201.21599217464202209,47178.815886444151101
"KHM",2009,121021.36580018308580792,68195980.028659932525407
"KNA",2009,33.76806495034938338,14951.77045577421312
"KOR",2009,16415.859903549842394780,4979614.1644542670331885
"LAO",2009,145564.20927153396828086,75064041.859627645673071
"LBN",2009,340.44679870227225248,97279.0238473843448006
"LBR",2009,75135.89503916738559625,37708792.731543722786759
"LBY",2009,5.5231051951779519,1204.666883868055985
"LCA",2009,54.92288419986437160,28936.10256944457832
"LIE",2009,4.68799905804687507,2405.403646866029774
"LKA",2009,13974.77009429049229169,4589639.089910056929529
"LSO",2009,4.28770221745659727,1352.584613595374552
"LTU",2009,14407.629476529801232000,4509844.807042071484880
"LUX",2009,216.400108913355035164,117472.967397837394183
"LVA",2009,34916.223871426008159306,10747850.289990997356597
"MAC",2009,2.28476283148871586,28.900508321063057
"MAF",2009,0.65909474755859370,250.091337442759353
"MAR",2009,1197.39758728637491372,356177.4987548256584936
"MDA",2009,187.712269190859382454,57153.454505495068430
"MDG",2009,136536.77135405034829538,64954886.791792921299533
"MDV",2009,5.12517064116394055,220.281118744594806
"MEX",2009,281232.44928303835719055,102621403.9181823393879250
"MKD",2009,4300.738317429370653426,1720987.505621862770823
"MLI",2009,157.69520958571185321,50858.056876981841977
"MLT",2009,1.56450450268880205,403.88129972141069
"MMR",2009,216305.77579596833631331,115503093.303759937037368
"MNE",2009,565.169934177639016274,255806.377856791671750
"MNG",2009,81792.550412939906542024,10265329.5891882112706107
"MOZ",2009,217493.38964932121145971,72724652.174039975043076
"MSR",2009,4.86755067192165848,2610.538713360997160
"MTQ",2009,199.24540572888509846,100621.073903983800089
"MUS",2009,241.85718060652228159,110309.071634557302594
"MWI",2009,4030.38795388725165578,1537137.835659440699183
"MYS",2009,622780.37214226345275309,446784456.439616015892347
"MYT",2009,5.70466428454752612,2903.43443651928291
"NAM",2009,85.37597752822047235,17799.343332640506635
"NCL",2009,975.79049232307439818,432758.964167147910949
"NGA",2009,25289.81781730333394783,10651383.182433345027368
"NIC",2009,83097.23565618758596844,44598264.632057086105178
"NLD",2009,1559.085973292391384047,641891.560997217395329
